Kanji	Hanzi	Syllabe	Label	DansDict	FichierJap	Pinyin	ModePin	Mode2Pin	LieuPin	FichierCh
今	今	ima	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2442.T2.jp.snt	jīn	affriquee	non_aspiree	palatale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0002.T2.ch.snt
弱	弱	yowa	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2442.T2.jp.snt	ruò	fricative	sonore	retroflexe	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0027.T2.ch.snt
料	料	ryou	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1049.T2.jp.snt	liào	laterale	_	dentale/alveo-dentale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_1075.T2.ch.snt
理	理	ri	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1049.T2.jp.snt	lǐ	laterale	_	dentale/alveo-dentale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0367.T2.ch.snt
所	所	sho	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0276.T2.jp.snt	suǒ	fricative	sourde	dentale/alveo-dentale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_1195.T2.ch.snt
行	行	gyou	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0276.T2.jp.snt	xíng	fricative	sourde	palatale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0152.T2.ch.snt
見	见	mi	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0276.T2.jp.snt	jiàn	affriquee	non_aspiree	palatale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0658.T2.ch.snt
所	所	tokoro	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0276.T2.jp.snt	suǒ	fricative	sourde	dentale/alveo-dentale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0845.T2.ch.snt
大	大	dai	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0504.T2.jp.snt	dà	occlusive	non_aspiree	dentale/alveo-dentale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0884.T2.ch.snt
好	好	su	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0504.T2.jp.snt	hǎo	fricative	sourde	velaire	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_1067.T2.ch.snt
確	确	tashi	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3459.T2.jp.snt	què	affriquee	aspiree	palatale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0582.T2.ch.snt
浜	滨	hama	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1134.T2.jp.snt	bīn	occlusive	non_aspiree	bilabiale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0559.T2.ch.snt
親	亲	oya	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2444.T2.jp.snt	qīn	affriquee	aspiree	palatale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0969.T2.ch.snt
父	父	ji	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2444.T2.jp.snt	fù	fricative	sourde	labio-dentale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_1138.T2.ch.snt
他	他	hoka	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2918.T2.jp.snt	tā	occlusive	aspiree	dentale/alveo-dentale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0933.T2.ch.snt
九	九	kyuu	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2918.T2.jp.snt	jiǔ	affriquee	non_aspiree	palatale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_1137.T2.ch.snt
千	千	sen	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2918.T2.jp.snt	qiān	affriquee	aspiree	palatale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0509.T2.ch.snt
円	圆	en	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2918.T2.jp.snt	yuán	semi_voyelle	_	_	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0100.T2.ch.snt
海	海	kai	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0477.T2.jp.snt	hǎi	fricative	sourde	velaire	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_1195.T2.ch.snt
外	外	gai	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0477.T2.jp.snt	wài	semi_voyelle	_	_	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_1193.T2.ch.snt
大	大	dai	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0477.T2.jp.snt	dà	occlusive	non_aspiree	dentale/alveo-dentale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_1115.T2.ch.snt
学	学	gaku	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0477.T2.jp.snt	xué	fricative	sourde	palatale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0509.T2.ch.snt
十	十	juu	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0152.T2.jp.snt	shí	fricative	sourde	dentale/alveo-dentale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0470.T2.ch.snt
分	分	bun	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0152.T2.jp.snt	fēn	fricative	sourde	labio-dentale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0021.T2.ch.snt
来	来	ki	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_4149.T2.jp.snt	lái	laterale	_	dentale/alveo-dentale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_1049.T2.ch.snt
寒	寒	samu	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0686.T2.jp.snt	hán	fricative	sourde	velaire	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_1022.T2.ch.snt
解	解	kai	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0592.T2.jp.snt	jiě	affriquee	non_aspiree	palatale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0375.T2.ch.snt
説	说	setsu	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0592.T2.jp.snt	shuō	fricative	sourde	dentale/alveo-dentale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0647.T2.ch.snt
友	友	tomo	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2789.T2.jp.snt	yǒu	semi_voyelle	_	_	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_1079.T2.ch.snt
達	达	dachi	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2789.T2.jp.snt	dá	occlusive	non_aspiree	dentale/alveo-dentale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0061.T2.ch.snt
友	友	tomo	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2789.T2.jp.snt	yǒu	semi_voyelle	_	_	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0027.T2.ch.snt
達	达	dachi	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2789.T2.jp.snt	dá	occlusive	non_aspiree	dentale/alveo-dentale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0664.T2.ch.snt
英	英	ei	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0232.T2.jp.snt	yīng	semi_voyelle	_	_	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_1212.T2.ch.snt
検	检	ken	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0232.T2.jp.snt	jiǎn	affriquee	non_aspiree	palatale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0803.T2.ch.snt
結	结	ke	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1591.T2.jp.snt	jié	affriquee	non_aspiree	palatale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0746.T2.ch.snt
構	构	kou	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1591.T2.jp.snt	gòu	occlusive	non_aspiree	velaire	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_1196.T2.ch.snt
前	前	mae	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1591.T2.jp.snt	qián	affriquee	aspiree	palatale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_1232.T2.ch.snt
出	出	shu	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0613.T2.jp.snt	chū	affriquee	aspiree	dentale/alveo-dentale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0367.T2.ch.snt
世	世	se	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0613.T2.jp.snt	shì	fricative	sourde	dentale/alveo-dentale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0596.T2.ch.snt
強	强	kyou	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1687.T2.jp.snt	qiáng	affriquee	aspiree	palatale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_1095.T2.ch.snt
持	持	mo	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0323.T2.jp.snt	chí	affriquee	aspiree	dentale/alveo-dentale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0634.T2.ch.snt
普	普	fu	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0638.T2.jp.snt	pǔ	occlusive	aspiree	bilabiale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0803.T2.ch.snt
通	通	tsuu	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0638.T2.jp.snt	tōng	occlusive	aspiree	dentale/alveo-dentale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0948.T2.ch.snt
変	变	hen	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3475.T2.jp.snt	biàn	occlusive	non_aspiree	bilabiale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0305.T2.ch.snt
新	新	shin	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3475.T2.jp.snt	xīn	fricative	sourde	palatale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0525.T2.ch.snt
宿	宿	juku	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3475.T2.jp.snt	sù	fricative	sourde	dentale/alveo-dentale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0670.T2.ch.snt
画	画	ga	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3475.T2.jp.snt	huà	fricative	sourde	velaire	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0060.T2.ch.snt
館	馆	kan	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3475.T2.jp.snt	guǎn	occlusive	non_aspiree	velaire	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0411.T2.ch.snt
観	观	mi	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3475.T2.jp.snt	guān	occlusive	non_aspiree	velaire	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0206.T2.ch.snt
気	气	ki	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3475.T2.jp.snt	qì	affriquee	aspiree	palatale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0038.T2.ch.snt
地	地	chi	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3625.T2.jp.snt	dì	occlusive	non_aspiree	dentale/alveo-dentale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0842.T2.ch.snt
下	下	ka	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3625.T2.jp.snt	xià	fricative	sourde	palatale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0744.T2.ch.snt
鉄	铁	tetsu	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3625.T2.jp.snt	tiě	occlusive	aspiree	dentale/alveo-dentale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0324.T2.ch.snt
乗	乘	no	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3625.T2.jp.snt	chéng	affriquee	aspiree	dentale/alveo-dentale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0670.T2.ch.snt
次	次	tsugi	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2861.T2.jp.snt	cì	affriquee	aspiree	dentale/alveo-dentale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0074.T2.ch.snt
連	联	ren	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2861.T2.jp.snt	lián	laterale	_	dentale/alveo-dentale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_1100.T2.ch.snt
絡	络	raku	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2861.T2.jp.snt	luò	laterale	_	dentale/alveo-dentale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_1205.T2.ch.snt
手	手	shu	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2861.T2.jp.snt	shǒu	fricative	sourde	dentale/alveo-dentale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0708.T2.ch.snt
段	段	dan	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2861.T2.jp.snt	duàn	occlusive	non_aspiree	dentale/alveo-dentale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0769.T2.ch.snt
男	男	otoko	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0105.T2.jp.snt	nán	laterale	_	dentale/alveo-dentale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0259.T2.ch.snt
方	方	hou	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0105.T2.jp.snt	fāng	fricative	sourde	labio-dentale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0115.T2.ch.snt
居	居	i	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0105.T2.jp.snt	jū	affriquee	non_aspiree	palatale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0847.T2.ch.snt
酒	酒	zaka	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0105.T2.jp.snt	jiǔ	affriquee	non_aspiree	palatale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0193.T2.ch.snt
上	上	jou	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0105.T2.jp.snt	shàng	fricative	sourde	dentale/alveo-dentale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_1262.T2.ch.snt
手	手	zu	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0105.T2.jp.snt	shǒu	fricative	sourde	dentale/alveo-dentale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0214.T2.ch.snt
人	人	nin	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0105.T2.jp.snt	rén	fricative	sonore	retroflexe	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_1126.T2.ch.snt
作	作	tsuku	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0105.T2.jp.snt	zuò	affriquee	non_aspiree	dentale/alveo-dentale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0660.T2.ch.snt
男	男	otoko	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0105.T2.jp.snt	nán	laterale	_	dentale/alveo-dentale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0365.T2.ch.snt
方	方	hou	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0105.T2.jp.snt	fāng	fricative	sourde	labio-dentale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0841.T2.ch.snt
多	多	oo	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0105.T2.jp.snt	duō	occlusive	non_aspiree	dentale/alveo-dentale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0641.T2.ch.snt
手	手	te	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0105.T2.jp.snt	shǒu	fricative	sourde	dentale/alveo-dentale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_1218.T2.ch.snt
乾	干	kawa	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0105.T2.jp.snt	gàn	occlusive	non_aspiree	velaire	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0006.T2.ch.snt
物	物	mono	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0105.T2.jp.snt	wù	semi_voyelle	_	_	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_1034.T2.ch.snt
走	走	hashi	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0105.T2.jp.snt	zǒu	affriquee	non_aspiree	dentale/alveo-dentale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0021.T2.ch.snt
金	金	kin	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2936.T2.jp.snt	jīn	affriquee	non_aspiree	palatale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0830.T2.ch.snt
皮	皮	hi	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0530.T2.jp.snt	pí	occlusive	aspiree	bilabiale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0526.T2.ch.snt
膚	肤	fu	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0530.T2.jp.snt	fū	fricative	sourde	labio-dentale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0526.T2.ch.snt
科	科	ka	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0530.T2.jp.snt	kē	occlusive	aspiree	velaire	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_1217.T2.ch.snt
行	行	i	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0530.T2.jp.snt	xíng	fricative	sourde	palatale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_1058.T2.ch.snt
毎	每	mai	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0884.T2.jp.snt	měi	nasale	_	bilabiale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_1224.T2.ch.snt
日	日	nichi	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0884.T2.jp.snt	rì	fricative	sonore	retroflexe	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0644.T2.ch.snt
楽	乐	tano	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0884.T2.jp.snt	lè	laterale	_	dentale/alveo-dentale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0582.T2.ch.snt
前	前	mae	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1337.T2.jp.snt	qián	affriquee	aspiree	palatale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0063.T2.ch.snt
一	一	i	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1337.T2.jp.snt	yī	semi_voyelle	_	_	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0807.T2.ch.snt
歩	步	aru	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1337.T2.jp.snt	bù	occlusive	non_aspiree	bilabiale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_1242.T2.ch.snt
写	写	sha	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1337.T2.jp.snt	xiě	fricative	sourde	palatale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_1036.T2.ch.snt
真	真	shin	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1337.T2.jp.snt	zhēn	affriquee	non_aspiree	dentale/alveo-dentale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0172.T2.ch.snt
今	今	ima	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0935.T2.jp.snt	jīn	affriquee	non_aspiree	palatale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_1095.T2.ch.snt
学	学	gaku	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0935.T2.jp.snt	xué	fricative	sourde	palatale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0520.T2.ch.snt
生	生	sei	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0935.T2.jp.snt	shēng	fricative	sourde	dentale/alveo-dentale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0365.T2.ch.snt
言	言	i	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0935.T2.jp.snt	yán	semi_voyelle	_	_	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0235.T2.ch.snt
違	违	chiga	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1058.T2.jp.snt	wéi	semi_voyelle	_	_	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0268.T2.ch.snt
言	言	i	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0478.T2.jp.snt	yán	semi_voyelle	_	_	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0328.T2.ch.snt
決	决	ki	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2836.T2.jp.snt	jué	affriquee	non_aspiree	palatale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0922.T2.ch.snt
話	话	hanashi	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2836.T2.jp.snt	huà	fricative	sourde	velaire	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0670.T2.ch.snt
終	终	o	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2836.T2.jp.snt	zhōng	affriquee	non_aspiree	dentale/alveo-dentale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0752.T2.ch.snt
時	时	toki	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2836.T2.jp.snt	shí	fricative	sourde	dentale/alveo-dentale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0749.T2.ch.snt
買	买	ka	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1915.T2.jp.snt	mǎi	nasale	_	bilabiale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_1273.T2.ch.snt
思	思	omo	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1915.T2.jp.snt	sī	fricative	sourde	dentale/alveo-dentale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0915.T2.ch.snt
題	题	dai	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1902.T2.jp.snt	tí	occlusive	aspiree	dentale/alveo-dentale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0948.T2.ch.snt
業	业	gyou	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0938.T2.jp.snt	yè	semi_voyelle	_	_	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_1034.T2.ch.snt
