Kanji	Hanzi	Syllabe	ModeSyl	Mode2Syl	LieuSyl	Label	DansDict	FichierJap	DebutJap	FinJap	Pinyin	ModePin	Mode2Pin	LieuPin	FichierCh	DebutCh	FinCh
結	结	ke	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3201.T2.jp.snt	1.09	1.36	jié	affriquee	non_aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0971.T2.ch.snt	1.32	1.75
構	构	kou	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3201.T2.jp.snt	1.36	1.49	gòu	occlusive	non_aspiree	velaire	../Corpora/MSLT_Datas/MSLT_Test_CH_0275.T2.ch.snt	2.91	3.09
怖	怖	kowa	occlusive	sourde	velaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3201.T2.jp.snt	1.53	1.88	bù	occlusive	non_aspiree	bilabiale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0693.T2.ch.snt	4.22	4.39
弟	弟	otouto	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_4063.T2.jp.snt	0.07	0.46	dì	occlusive	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0618.T2.ch.snt	5.49	5.61
夫	夫	fuu	fricative	sourde	bilabiale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_4063.T2.jp.snt	0.46	0.79	fū	fricative	sourde	labio-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0063.T2.ch.snt	2.88	3.01
婦	妇	fu	fricative	sourde	bilabiale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_4063.T2.jp.snt	0.79	1.36	fù	fricative	sourde	labio-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0040.T2.ch.snt	4.97	5.27
間	间	kan	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0528.T2.jp.snt	1.42	2.03	jiān	affriquee	non_aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0636.T2.ch.snt	6.45	6.63
帰	归	ki	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0528.T2.jp.snt	2.11	2.18	guī	occlusive	non_aspiree	velaire	../Corpora/MSLT_Datas/MSLT_Dev_CH_0939.T2.ch.snt	18.54	18.69
省	省	sei	fricative	sourde	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0528.T2.jp.snt	2.18	2.22	shěng	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0512.T2.ch.snt	4.36	4.59
時	时	toki	occlusive	sourde	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0528.T2.jp.snt	2.72	3.01	shí	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0334.T2.ch.snt	2.98	3.1
母	母	kaa	occlusive	sourde	velaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0528.T2.jp.snt	4.51	4.8	mǔ	nasale	_	bilabiale	../Corpora/MSLT_Datas/MSLT_Test_CH_1164.T2.ch.snt	4.43	4.69
急	急	kyuu	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0528.T2.jp.snt	6.19	6.4	jí	affriquee	non_aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0175.T2.ch.snt	3.25	3.71
歯	齿	ha	fricative	_	glottale	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0528.T2.jp.snt	6.54	6.71	chǐ	affriquee	aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0290.T2.ch.snt	17.27	17.4
抜	拔	nu	nasale	_	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0528.T2.jp.snt	6.71	6.91	bá	occlusive	non_aspiree	bilabiale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0435.T2.ch.snt	2.88	3.1
言	言	i	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0528.T2.jp.snt	8.44	8.98	yán	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Dev_CH_0357.T2.ch.snt	5.64	5.84
親	亲	oya	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0528.T2.jp.snt	11.77	11.94	qīn	affriquee	aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0804.T2.ch.snt	16.87	17.01
知	知	shi	fricative	sourde	alveolo-palatale	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0528.T2.jp.snt	11.94	12.11	zhī	affriquee	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0408.T2.ch.snt	0.48	0.6
抜	拔	nu	nasale	_	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0528.T2.jp.snt	6.71	6.91	bá	occlusive	non_aspiree	bilabiale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0435.T2.ch.snt	2.88	3.1
言	言	i	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0528.T2.jp.snt	8.44	8.98	yán	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Dev_CH_0545.T2.ch.snt	19.42	19.63
見	见	mi	nasale	_	bilabiale	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0528.T2.jp.snt	14.8	14.95	jiàn	affriquee	non_aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_1105.T2.ch.snt	2.24	2.4
私	私	watashi	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0528.T2.jp.snt	16.19	16.91	sī	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0737.T2.ch.snt	8.93	9.19
歯	齿	ha	fricative	_	glottale	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0528.T2.jp.snt	6.54	6.71	chǐ	affriquee	aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0290.T2.ch.snt	17.27	17.4
医	医	i	voyelle	_	_	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0528.T2.jp.snt	17.92	17.99	yī	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Test_CH_1034.T2.ch.snt	11.38	11.58
者	者	sha	fricative	sourde	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0528.T2.jp.snt	17.99	18.11	zhě	affriquee	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0915.T2.ch.snt	9.88	9.94
行	行	i	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0528.T2.jp.snt	18.63	18.67	xíng	fricative	sourde	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0958.T2.ch.snt	0.85	1.15
思	思	omo	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0528.T2.jp.snt	20.14	20.23	sī	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0265.T2.ch.snt	1.63	1.82
毎	每	mai	nasale	_	bilabiale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0878.T2.jp.snt	0	0.23	měi	nasale	_	bilabiale	../Corpora/MSLT_Datas/MSLT_Test_CH_0745.T2.ch.snt	2.76	3.11
日	日	nichi	nasale	_	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0878.T2.jp.snt	0.23	0.85	rì	fricative	sonore	retroflexe	../Corpora/MSLT_Datas/MSLT_Test_CH_0841.T2.ch.snt	0	0.01
少	少	suko	fricative	sourde	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1589.T2.jp.snt	0.9	1.26	shǎo	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0695.T2.ch.snt	0.81	1.03
少	少	suko	fricative	sourde	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1589.T2.jp.snt	0.9	1.26	shǎo	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_1033.T2.ch.snt	9.73	10
校	校	kou	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2540.T2.jp.snt	1.17	1.31	xiào	fricative	sourde	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0588.T2.ch.snt	5.09	5.27
政	政	sei	fricative	sourde	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2540.T2.jp.snt	1.39	1.59	zhèng	affriquee	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0756.T2.ch.snt	16.52	16.73
治	治	ji	affriquee	sonore	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2540.T2.jp.snt	1.59	1.66	zhì	affriquee	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_1095.T2.ch.snt	19.86	19.98
強	强	kyou	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2540.T2.jp.snt	2.12	2.21	qiáng	affriquee	aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0244.T2.ch.snt	26.16	26.43
後	后	nochi	nasale	_	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2500.T2.jp.snt	0.16	0.44	hòu	fricative	sourde	velaire	../Corpora/MSLT_Datas/MSLT_Test_CH_1049.T2.ch.snt	20.68	20.81
何	何	nan	nasale	_	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2500.T2.jp.snt	0.57	1.01	hé	fricative	sourde	velaire	../Corpora/MSLT_Datas/MSLT_Test_CH_0805.T2.ch.snt	16.75	17.03
職	职	shoku	fricative	sourde	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2500.T2.jp.snt	2.6	2.92	zhí	affriquee	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_1150.T2.ch.snt	1.38	1.65
天	天	ama	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2500.T2.jp.snt	3.71	4.05	tiān	occlusive	aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0002.T2.ch.snt	3.02	3.2
下	下	kuda	occlusive	sourde	velaire	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2500.T2.jp.snt	4.05	4.48	xià	fricative	sourde	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0003.T2.ch.snt	6.05	6.17
言	言	i	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2500.T2.jp.snt	4.92	5.12	yán	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Test_CH_0551.T2.ch.snt	2.2	2.34
方	方	hou	fricative	_	glottale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_1829.T2.jp.snt	3.84	4.09	fāng	fricative	sourde	labio-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_1109.T2.ch.snt	0.9	1.2
私	私	watashi	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0234.T2.jp.snt	1.17	1.66	sī	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0737.T2.ch.snt	8.93	9.19
新	新	nii	nasale	_	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0234.T2.jp.snt	3.81	4.08	xīn	fricative	sourde	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0514.T2.ch.snt	22.08	22.33
州	州	shuu	fricative	sourde	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0234.T2.jp.snt	6.04	6.15	zhōu	affriquee	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0336.T2.ch.snt	7.3	7.42
妹	妹	mai	nasale	_	bilabiale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0234.T2.jp.snt	7.95	8.04	mèi	nasale	_	bilabiale	../Corpora/MSLT_Datas/MSLT_Test_CH_0711.T2.ch.snt	3.47	3.65
都	都	to	occlusive	sourde	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0234.T2.jp.snt	8.04	8.13	dōu	occlusive	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_1106.T2.ch.snt	1.03	1.24
市	市	shi	fricative	sourde	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0234.T2.jp.snt	8.13	8.37	shì	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0627.T2.ch.snt	21.84	22.07
市	市	shi	fricative	sourde	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0234.T2.jp.snt	8.13	8.37	shì	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0844.T2.ch.snt	3.73	3.87
民	民	min	nasale	_	bilabiale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0234.T2.jp.snt	12.36	12.52	mín	nasale	_	bilabiale	../Corpora/MSLT_Datas/MSLT_Test_CH_1220.T2.ch.snt	4.85	5.01
新	新	nii	nasale	_	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0234.T2.jp.snt	3.81	4.08	xīn	fricative	sourde	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0607.T2.ch.snt	1.13	1.23
市	市	shi	fricative	sourde	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0234.T2.jp.snt	8.13	8.37	shì	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0056.T2.ch.snt	4.15	4.28
民	民	min	nasale	_	bilabiale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0234.T2.jp.snt	12.36	12.52	mín	nasale	_	bilabiale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0722.T2.ch.snt	1.96	2.2
一	一	ichi	voyelle	_	_	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0234.T2.jp.snt	14.19	14.4	yī	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Dev_CH_0578.T2.ch.snt	2.55	2.56
年	年	nen	nasale	_	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0234.T2.jp.snt	14.4	14.57	nián	laterale	_	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0888.T2.ch.snt	4.92	5.25
行	行	i	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0234.T2.jp.snt	15.29	15.35	xíng	fricative	sourde	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0564.T2.ch.snt	14.89	15.07
受	受	u	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0234.T2.jp.snt	16.67	16.83	shòu	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0099.T2.ch.snt	3.43	3.61
入	入	i	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0234.T2.jp.snt	16.91	17	rù	fricative	sonore	retroflexe	../Corpora/MSLT_Datas/MSLT_Dev_CH_0747.T2.ch.snt	22	22.21
受	受	u	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0234.T2.jp.snt	16.67	16.83	shòu	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0799.T2.ch.snt	17.93	18.02
私	私	watashi	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0234.T2.jp.snt	1.17	1.66	sī	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0737.T2.ch.snt	8.93	9.19
違	违	chiga	affriquee	sourde	alveolo-palatale	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0234.T2.jp.snt	22.91	22.94	wéi	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Test_CH_0268.T2.ch.snt	6.2	6.39
楽	乐	tano	occlusive	sourde	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0234.T2.jp.snt	23.67	23.86	lè	laterale	_	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0238.T2.ch.snt	4.56	4.76
絶	绝	ze	affriquee	sonore	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1880.T2.jp.snt	0.7	0.89	jué	affriquee	non_aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0766.T2.ch.snt	8.99	9.15
事	事	ji	affriquee	sonore	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1880.T2.jp.snt	1.14	1.28	shì	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0805.T2.ch.snt	17.03	17.2
故	故	ko	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1880.T2.jp.snt	1.28	1.42	gù	occlusive	non_aspiree	velaire	../Corpora/MSLT_Datas/MSLT_Dev_CH_0090.T2.ch.snt	13.04	13.17
思	思	omo	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1880.T2.jp.snt	1.82	1.94	sī	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0615.T2.ch.snt	18.28	18.39
弟	弟	otouto	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_4069.T2.jp.snt	1.29	1.68	dì	occlusive	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0969.T2.ch.snt	10.18	10.33
夫	夫	fuu	fricative	sourde	bilabiale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_4069.T2.jp.snt	1.68	2.04	fū	fricative	sourde	labio-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0236.T2.ch.snt	7.56	7.88
婦	妇	fu	fricative	sourde	bilabiale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_4069.T2.jp.snt	2.04	2.83	fù	fricative	sourde	labio-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0040.T2.ch.snt	4.97	5.27
会	会	a	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_4069.T2.jp.snt	3.63	3.7	huì	fricative	sourde	velaire	../Corpora/MSLT_Datas/MSLT_Dev_CH_0757.T2.ch.snt	3.95	4.1
分	分	wa	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2752.T2.jp.snt	0	0.24	fēn	fricative	sourde	labio-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0821.T2.ch.snt	17.29	17.51
良	良	yo	spirant	_	palatal	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2752.T2.jp.snt	2.87	3.03	liáng	laterale	_	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0430.T2.ch.snt	2.58	2.77
思	思	omo	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2752.T2.jp.snt	4.5	4.77	sī	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0615.T2.ch.snt	18.28	18.39
出	出	de	occlusive	sonore	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2752.T2.jp.snt	4.84	5.12	chū	affriquee	aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0481.T2.ch.snt	1.92	1.98
母	母	kaa	occlusive	sourde	velaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3548.T2.jp.snt	0.66	0.79	mǔ	nasale	_	bilabiale	../Corpora/MSLT_Datas/MSLT_Test_CH_0336.T2.ch.snt	3.98	4.12
千	千	chi	affriquee	sourde	alveolo-palatale	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3548.T2.jp.snt	0.91	1.57	qiān	affriquee	aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0847.T2.ch.snt	9.03	9.47
葉	叶	ba	occlusive	sonore	bilabiale	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3548.T2.jp.snt	1.57	1.88	yè	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Test_CH_0476.T2.ch.snt	8.63	8.88
住	住	su	fricative	sourde	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3548.T2.jp.snt	2.78	2.94	zhù	affriquee	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0623.T2.ch.snt	2.34	2.5
別	别	betsu	occlusive	sonore	bilabiale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_3135.T2.jp.snt	1.46	1.71	bié	occlusive	non_aspiree	bilabiale	../Corpora/MSLT_Datas/MSLT_Test_CH_0770.T2.ch.snt	14.89	15.01
興	兴	kyou	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_3135.T2.jp.snt	2.42	2.62	xīng	fricative	sourde	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0817.T2.ch.snt	7.93	8.18
味	味	mi	nasale	_	bilabiale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_3135.T2.jp.snt	2.62	2.69	wèi	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Test_CH_0015.T2.ch.snt	4.32	4.46
当	当	tou	occlusive	sourde	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0027.T2.jp.snt	1.31	1.49	dāng	occlusive	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0847.T2.ch.snt	7.85	8.1
然	然	zen	affriquee	sonore	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0027.T2.jp.snt	1.49	1.73	rán	fricative	sonore	retroflexe	../Corpora/MSLT_Datas/MSLT_Test_CH_1196.T2.ch.snt	8.29	8.47
親	亲	shin	fricative	sourde	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0027.T2.jp.snt	2.42	2.62	qīn	affriquee	aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0368.T2.ch.snt	5.77	5.98
付	付	tsu	affriquee	sourde	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0027.T2.jp.snt	2.99	3.19	fù	fricative	sourde	labio-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0108.T2.ch.snt	8.47	8.99
合	合	a	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0027.T2.jp.snt	3.3	3.39	hé	fricative	sourde	velaire	../Corpora/MSLT_Datas/MSLT_Dev_CH_0572.T2.ch.snt	10.27	10.36
確	确	tashi	occlusive	sourde	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0689.T2.jp.snt	0	1.41	què	affriquee	aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0393.T2.ch.snt	11.06	11.23
二	二	ni	nasale	_	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2632.T2.jp.snt	1.27	1.38	èr	voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Dev_CH_0286.T2.ch.snt	3.61	3.79
万	万	man	nasale	_	bilabiale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2632.T2.jp.snt	1.38	1.62	wàn	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Test_CH_0505.T2.ch.snt	2.4	2.57
円	圆	en	voyelle	_	_	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2632.T2.jp.snt	1.62	1.78	yuán	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Dev_CH_0131.T2.ch.snt	1.15	1.56
色	色	i	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_3042.T2.jp.snt	0.89	1.05	sè	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0910.T2.ch.snt	26.11	26.43
会	会	kai	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_3042.T2.jp.snt	1.74	1.85	huì	fricative	sourde	velaire	../Corpora/MSLT_Datas/MSLT_Test_CH_0788.T2.ch.snt	4.27	4.41
社	社	sha	fricative	sourde	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_3042.T2.jp.snt	1.85	1.97	shè	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0590.T2.ch.snt	14.03	14.2
曲	曲	kyoku	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0815.T2.jp.snt	5.39	5.88	qū	affriquee	aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0237.T2.ch.snt	20.15	20.35
曲	曲	kyoku	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0815.T2.jp.snt	5.39	5.88	qū	affriquee	aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0609.T2.ch.snt	3.24	3.49
大	大	dai	occlusive	sonore	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2684.T2.jp.snt	1.3	1.55	dà	occlusive	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0405.T2.ch.snt	2.76	3
家	家	ka	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2684.T2.jp.snt	1.55	1.69	jiā	affriquee	non_aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_1212.T2.ch.snt	14	14.17
族	族	zoku	affriquee	sonore	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2684.T2.jp.snt	1.69	2.16	zú	affriquee	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0756.T2.ch.snt	8.61	8.82
人	人	nin	nasale	_	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1171.T2.jp.snt	1.06	1.26	rén	fricative	sonore	retroflexe	../Corpora/MSLT_Datas/MSLT_Test_CH_1198.T2.ch.snt	2.75	2.97
一	一	i	voyelle	_	_	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1171.T2.jp.snt	1.42	1.52	yī	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Test_CH_0668.T2.ch.snt	1.83	1.95
個	个	ko	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1171.T2.jp.snt	1.52	1.74	gè	occlusive	non_aspiree	velaire	../Corpora/MSLT_Datas/MSLT_Dev_CH_0860.T2.ch.snt	2.6	2.7
下	下	shita	fricative	sourde	alveolo-palatale	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1171.T2.jp.snt	1.74	1.98	xià	fricative	sourde	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0757.T2.ch.snt	4.5	4.71
